conceptUri,skillType,reuseLevel,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,definition,inScheme,description
http://data.europa.eu/esco/skill/d47a3128-b502-40d5-a8cb-68a62e44f25a,skill/competence,sector-specific,conform with production requirements,"comply with production requirements
conforming with requirements for production
conforming with requirements of production
conforming with production requirements
complying with production requirements
complying with requirements of production
complying with requirements for production",,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Conform with production requirements by reading the production schedule and adjusting temperature to the actual humidity, size and type of the products which will be dried."
http://data.europa.eu/esco/skill/d483ae95-5f25-4601-ba97-113bbb7a31b0,skill/competence,sector-specific,monitor the farm environmental management plan,"overseeing the farm environmental management plan
farm environmental management plan overseeing
monitoring the environmental management plan for the farm
monitoring the farm environmental management plan
overseeing the environmental management plan for the farm
oversee the environmental management plan for the farm
oversee the farm environmental management plan
monitor the environmental management plan for the farm
farm environmental management plan monitoring",,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills",Identify environmental designations and directives that relate to a given farm and incorporate their requirements in to the farm planning process. Monitor the implementation of the farm environmental management plan and review timescales.
http://data.europa.eu/esco/skill/d4eeb8f1-50d2-4a62-a405-f5eeaeec7f52,skill/competence,sector-specific,research livestock production,"researching production of livestock
livestock production researching
livestock production analysing
analysing livestock production
analysing production of livestock
analyse livestock production
researching livestock production
analyse production of livestock
research production of livestock",,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Collect and use the livestock production facts and the results of analysis as a input to scientific research. Research and keep up to date with any relevant developments in livestock production review and gather information to inform business decisions.
http://data.europa.eu/esco/skill/d5145a9a-602e-40bf-b3e1-f04cf9c3ef86,knowledge,cross-sector,leadership principles,"scope of management principles
principles of management
scope of leadership principles
range of leadership principles
principles of leadership
range of management principles
literature on leadership principles
literature on management principles",,released,2023-02-20T15:11:57.557Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Set of traits and values which guide the actions of a leader with her/his employees and the company and provide direction throughout her/his career. These principles are also an important tool for self-evaluation to identify strengths and weaknesses, and seek self-improvement."
http://data.europa.eu/esco/skill/d52d47d6-8ee1-4c59-9375-ab741f42d48b,skill/competence,sector-specific,maintain pastures,"animal grazing land maintaining
maintaining grazing land
maintaining pastures
maintaining animal pastures
maintaining animal grazing land
pastures maintaining
maintain animal pastures
maintain grazing land
maintain animal grazing land
grazing land maintaining
animal pastures maintaining",,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Ensure that animals on pastures or grazing lands have enough feed. Employ pasture-conservation measures such as grazing in rotation.
http://data.europa.eu/esco/skill/d560f55d-9718-48ba-90a6-5c759b39438c,knowledge,sector-specific,fermentation processes of beverages,"fermentation methods of beverages
the fermentation process of beverages
fermentation mechanisms of beverages
the fermentation processes of a beverage
fermentation measures of beverages
fermentation systems of beverages
the fermentation process of a beverage",,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Fermentation processes related to the conversion of sugar to alcohol, gases and acids."
http://data.europa.eu/esco/skill/d589970b-933d-4656-bcb6-a43b3cc67888,skill/competence,cross-sector,monitor water quality,"measure water quality
measuring water quality
water quality measuring
water quality monitoring
monitoring water quality",,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills","Measure water quality: temperature, oxygen, salinity, pH, N2, NO2,NH4, CO2, turbidity, chlorophyll. Monitor microbiological water quality."
http://data.europa.eu/esco/skill/d58f5962-b014-41ea-943b-3d1f86076781,skill/competence,occupation-specific,manage wine cellar inventory,"oversee wine cellar inventory
maintain wine cellar inventory
manage wine cellar inventories
regulate wine cellar inventory
supervise wine cellar inventory
manage a wine cellar inventory",,released,2024-02-09T17:29:14.494Z,This skill is specific for the wine industry and differs from the conventional inventory keeping.,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Managing the inventory of wine cellars for the purpose of aging and blending.
http://data.europa.eu/esco/skill/d68f99e3-c171-4705-98bb-78b8f46e5bd5,skill/competence,occupation-specific,breed dogs,"managing dog breeding
oversee dog breeding
oversee breeding of dogs
manage breeding of dogs
dog breeding overseeing
overseeing breeding of dogs
dog breeding managing
manage dog breeding
overseeing dog breeding
managing breeding of dogs",,released,2020-06-19T13:34:22.444Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Prepare a suitable environment for dog breeding. Select and prepare the appropriate habitats for specific kinds of dogs. Monitor the dog's growth and health and ensure correct feeding. Identify when the dogs are ready for trade, training or other purposes."
http://data.europa.eu/esco/skill/d69f2971-5de6-4493-9000-5323115c5c06,skill/competence,sector-specific,assist animal birth,"assist animals to give birth
assisting animal birth
help animals give birth
assisting animals to give birth
animal birth assisting
caring for newborn livestock
care for newborn livestock
newborn livestock caring
assisting animal births",,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Assist in animal births, and care for newborn livestock. Make sure the animal has a clean and quiet place where it can give birth. Have clean drying towels handy at hand and a bottle filled with iodine."
http://data.europa.eu/esco/skill/d74df140-eb69-43e2-bac9-1cafc824d702,skill/competence,cross-sector,execute feasibility study,"conduct feasibility assessment
undertake feasibility studies
perform feasibility study on solar heating
perform feasibility study on solar absorption cooling
conduct feasibility studies
perform feasibility analysis",,released,2025-06-25T12:15:04.406Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Perform the evaluation and assessment of the potential of a project, plan, proposition or new idea. Realise a standardised study which is based on extensive investigation and research to support the process of decision making."
http://data.europa.eu/esco/skill/da7b9280-000d-4e5d-a4ae-c69d5010ad94,skill/competence,sector-specific,manage grape harvest,"managing grape harvest
grape harvesting managing
manage grape gathering
grape harvest managing
grape picking managing
managing grape gathering
manage grape collection
manage grape harvesting
manage grape picking
managing grape picking
managing grape collection",,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Hire and supervise picking crew and ensure safe operation of vineyard harvest equipment.
http://data.europa.eu/esco/skill/da930e2f-6047-4616-a598-bba8ecef3039,skill/competence,cross-sector,manage open publications,"manage open-source content
manage open-source publications
handle open-source content
handle open publications
handle open-source publications",,released,2024-02-23T15:21:32.989Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/research,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Be familiar with Open Publication strategies, with the use of information technology to support research, and with the development and management of CRIS (current research information systems) and institutional repositories. Provide licensing and copyright advice, use bibliometric indicators, and measure and report research impact."
http://data.europa.eu/esco/skill/dc3421a2-e1e6-4535-a645-a0440acca9e8,skill/competence,sector-specific,work independently in agriculture,"independently working in agriculture
working independently in agriculture
working independently with livestock
independent working in agriculture
working unsupervised in agriculture
work unsupervised in agriculture
work independently with livestock",,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Perform tasks individually in livestock and animal production services by taking decisions without help. Handle tasks and tackle with issues or problems without any outside assistance.
http://data.europa.eu/esco/skill/dc57f705-75b6-4232-b531-1f020afa0364,knowledge,sector-specific,food and beverage industry,"food and beverage business
food and beverage trading
the food and beverage industry
food and beverage industries
food and beverage commerce",,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","The respective industry and the processes involved in the food and beverage industry, such as raw material selection, processing, packaging, and storage."
http://data.europa.eu/esco/skill/dc9a236c-c640-43c3-812f-269403591edb,knowledge,cross-sector,customer relationship management,"customers relationship management
management of customer relationship
CRM
customer-oriented management",Salesforce,released,2025-02-27T12:45:08.961Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","The customer-oriented management approach and basic principles of successful customer relations that focus on interactions with customers such as technical support, customer services, after-sales support and direct communication with the customer."
http://data.europa.eu/esco/skill/dcb01a4f-720a-480f-b61a-11a1286d56f3,knowledge,sector-specific,horticulture principles,"practices of horticulture
scope of horticulture practices
application of horticulture principles
implementation of horticulture practices
implementation of horticulture principles
application of horticulture practices
principles of horticulture
range of horticulture principles
scope of horticulture principles
range of horticulture practices",,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","The standard horticultural practices, including but not limited to planting, pruning, corrective pruning, and fertilisation."
http://data.europa.eu/esco/skill/de00a85b-3654-4e7a-b967-afe857e8dc2e,skill/competence,sector-specific,advise customers on storage of fruits and vegetables,"recommend customers on storage of fruits and vegetables
suggest customers on storage of fruits and vegetables
instruct customers on storage of fruits and vegetables
commend customers on storage of fruits and vegetables
advising customers on storage of fruits and vegetables
help customers on storage of fruits and vegetables
advising a customer on storage of fruits and vegetables
advise a customer on storage of fruits and vegetables",,released,2024-02-09T17:29:17.515Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Provide advice to customers on their request concerning the storage of fruit and vegetables.
http://data.europa.eu/esco/skill/de03f4fd-c147-4477-a048-7109e5ba2d6f,knowledge,cross-sector,marketing principles,"customer relationship management
principles of marketing
methods in customer relationship management
management of customer relationships
types of marketing principles
range of marketing principles
techniques in customer relationship management
typology of marketing principles",,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",The principles of managing the relationship between consumers and products or services for the purpose of increasing sales and improving advertising techniques.
http://data.europa.eu/esco/skill/de131ede-cbfe-4e34-aff4-96f16831c3c4,skill/competence,sector-specific,report pollution incidents,"pollution incidents reporting
reporting pollution incidents
investigate pollution incidents
investigating pollution incidents
reporting incidents of pollution
investigate incidents of pollution
pollution incident investigating
report incidents of pollution
pollution incidents investigating
investigating incidents of pollution
pollution incident reporting",,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills","When an incident causes pollution, examine the extent of the damage and what the consequences could be and report it relevant institution following pollution reporting procedures."
http://data.europa.eu/esco/skill/e018a27c-dc00-4d4b-bdae-38c0765bf3cc,skill/competence,occupation-specific,tow a tractor implement using the power take-off,"use the power take-off to tow a tractor implement
towing a tractor implement using the power take-off
power take-off using to tow a tractor implement
using the power take-off to tow a tractor implement",,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Tow an implement to tractors equipped with power take-off.
http://data.europa.eu/esco/skill/e0408ce2-cba5-4e3e-a544-34752f99ca1c,skill/competence,occupation-specific,breed sheep,"oversee sheep breeding
managing breeding of sheep
sheep breeding managing
managing sheep breeding
overseeing breeding of sheep
sheep breeding overseeing
manage breeding of sheep
overseeing sheep breeding
oversee breeding of sheep",,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Prepare a suitable environment for sheep breeding. Select and prepare the appropriate habitats for specific kinds of sheep. Monitor the sheep's growth and health and ensure correct feeding. Determinate when the sheep are ready for trade, consuption or other purposes."
http://data.europa.eu/esco/skill/e04b5fe4-9664-48c0-8268-b4c35d908082,skill/competence,occupation-specific,breed poultry,"supervise poultry breeding
poultry breeding managing
manage breeding of poultry
managing breeding of poultry
poultry breeding supervising
manage poultry breeding
supervising poultry breeding
managing poultry breeding
supervising breeding of poultry
supervise breeding of poultry",,released,2020-06-19T13:41:15.35Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Prepare a suitable environment for poultry breeding. Select and prepare the appropriate habitats for specific kinds of poultry. Monitor the poultry's growth and health and ensure correct feeding. Determinate when the poultry are ready for trade, consumption or other purposes."
http://data.europa.eu/esco/skill/e1479957-1606-4dbd-90f7-4c46c615936c,skill/competence,sector-specific,prepare planting area,"soil preparing for planting
preparing soil for planting
preparing planting area for planting
prepare soil for planting
planting area preparing for planting
prepare area for planting
area preparing for sowing and planting
planting area preparing
sowing and planting area preparing
preparing planting area
prepare area for sowing and planting
preparing area for planting
preparing area for sowing and planting",,released,2021-12-13T21:43:23.829Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Prepare planting area and soil for planting by for example fertilising, mulching by hand or using mechanical tools or machinery. Prepare seeds and plants for sowing and planting by ensuring the quality of seed and plants. Sow and plant by hand, using mechanical tools or machinery and in accordance with national legislation."
http://data.europa.eu/esco/skill/e16fca1b-b3e2-4823-bba1-7c755c1caf58,skill/competence,sector-specific,advise on nitrate pollution,"give advice on nitrate pollution
give advice on nitrous oxide pollution
giving advice on nitrous oxide pollution
advising on nitrate pollution
advising on nitrous oxide pollution
advise on nitrous oxide pollution
nitrate pollution advising
giving advice on nitrate pollution",,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills",Advise on the impact and consequences of pollution (including land pollution due to fertilisers) caused by nitrous oxide emissions which contribute to depletion of the ozone layer and suggest solutions to mitigate such actions.
http://data.europa.eu/esco/skill/e286eddc-75e5-4ae3-966b-ec89c1c046ba,knowledge,sector-specific,anatomy of animals,"knowledge of animal anatomy
study of animal body parts
study of animal anatomy
anatomy of an animal
animal anatomy
anatomy and physiology of animals",,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","The study of animal body parts, their structure and dynamic relationships, on a level as demanded by the specific occupation."
http://data.europa.eu/esco/skill/e2c6ceb1-2356-46f7-9129-a9ae88cfb162,skill/competence,sector-specific,select fruits and vegetables,"fruit and vegetable selecting
fruit and vegetable grading
grading fruits and vegetables
grade fruits and vegetables
selecting fruits and vegetables
fruits and vegetables selecting
fruits and vegetables grading",,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Select fruit and vegetables for picking according to size, colour and ripeness."
http://data.europa.eu/esco/skill/e3fcd642-5f9c-48ee-be58-258dd895d281,skill/competence,cross-sector,collect biological data,"analyse biological data
biological data collecting
collecting biological data
analyse biological records
collect biological records
collecting biological records
analysing biological data
analysing biological records
biological data analysing",,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills","Collect biological specimens, record and summarise biological data for use in technical studies, developing environmental management plans and biological products."
http://data.europa.eu/esco/skill/e4a3c9af-8a5d-49cc-95bb-b77e41588746,skill/competence,sector-specific,process harvested honey,"harvested honey processing
harvested honey preparing
processing harvested honey
prepare harvested honey
preparing harvested honey",,released,2025-07-25T08:55:01.796Z,Use of relevant equipment. In case of organic bee keeping farm the organic bee production regulations have to followed.,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills","Harvest and process honey according to health, safety and biosecurity regulations."
http://data.europa.eu/esco/skill/e4d34eaf-742e-4bba-801d-e8d617f1f419,skill/competence,occupation-specific,operate bale presses,"operate bale pressing machines
operate bale pressing machinery
tend bale pressing machines
tend vertical and hydraulic bale presses
operate vertical and hydraulic bale presses
tend bale presses",,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Start, operate and monitor computerised bale presses."
http://data.europa.eu/esco/skill/e52040f0-3c0b-4f4d-b6c3-4d669bc30995,skill/competence,sector-specific,teach young horses,"young horses teaching
socialising young horses
young horse teaching
young horses socialising
socialise young horses
young horse socialising
teaching young horses",,released,2024-02-09T17:29:09.851Z,"Tasks may include preparing the traits of the young horses and teaching them to move in hand and in bulk, presenting horses in hand, on horseback, and in harness riding on primary level and leading the harness; assisting in loading horses to a means of transport.",,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Socialise young horses (cleaning, collaring, bridling, raising feet, etc.), taking into account the safety and welfare of the horse and teacher."
http://data.europa.eu/esco/skill/e52c1125-1d27-4e3d-afc9-761ee5f678b3,knowledge,sector-specific,tree preservation and conservation,"requirements for tree preservation and conservation
environmental issues in requirements for tree preservation and conservation
tree preservation
environmental issues in guidance on tree preservation and conservation
guidance on tree preservation and conservation
tree conservation
environmental issues in tree preservation
environmental issues in tree conservation",,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills",Environmental requirements for tree preservation and conservation.
http://data.europa.eu/esco/skill/e5727f3b-0dc9-4daf-84e0-d5789b33a6d9,knowledge,cross-sector,forest ecology,"typology of forest ecology
range of forest ecologies
range of forestry ecosystems
ecology of forest
forestry ecosystems
typology of forestry ecosystems
ecology of forests
ecosystems of forests
types of forestry ecosystems
types of forest ecology",,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills","The ecosystems existing in a forest, starting from bacteria to trees and soil types."
http://data.europa.eu/esco/skill/e66bed4a-7bb5-436e-9abb-5db7c603164e,skill/competence,sector-specific,handle feathers,"feathers handling
feathers processing
feather processing
handling feathers
process feathers
feather handling
processing feathers",,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Clean, sort, dry and package feathers taking into account the company policy and specific orders."
http://data.europa.eu/esco/skill/e693138a-842f-4d9f-9aa5-bf515605c359,skill/competence,sector-specific,ensure soil fertility,"soil fertility checking
checking fertility of soil
soil fertility ensuring
checking soil fertility
ensure fertility of soil
ensuring soil fertility
ensuring fertility of soil
check soil fertility
check fertility of soil",,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Analyse soil to determine type and quantity of fertiliser required for maximum production.
http://data.europa.eu/esco/skill/e6b9e649-1df0-43bc-bb4c-b732e868ec67,skill/competence,occupation-specific,hunt animals,"animal hunting
hunting and killing animals
animal hunting and killing
hunting animals
hunt and kill animals",,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Hunt animal wildlife and birds. Track, pursue and kill the animal in a humane way, according to animal and environmental legislations. Use weapons such as hunting rifles, crossbows or trapping devices to kill or trap the hunted animal."
http://data.europa.eu/esco/skill/e7c47c8c-7110-4c56-bca1-f56a2c3ed11b,knowledge,sector-specific,phytosanitary measures,"provide protection from disease
provide protection from contamination and pests
measures for phytosanitary
phytosanitary measure",,released,2025-07-25T11:15:00.857Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Measures related to controlling plant and crop diseases, pests, and pathogens."
http://data.europa.eu/esco/skill/e85cff6b-ee0e-4106-98f0-b57b39a2ea3f,skill/competence,sector-specific,execute disease and pest control activities,"execute disease control activities
perform pest control activities
pest control activities executing
executing pest control activities
executing disease and pest control activities
perform disease and pest control activities
disease control activities executing
disease and pest control activities executing
executing disease control activities
perform disease control activities
execute pest control activities",,released,2024-02-09T17:29:13.7Z,"Tasks may include identifying types and features of diseases in plants and crop; carry out crop spraying, for weeds, pest and disease operations in line with relevant guidelines and customer requirements. Carry out slurry and fertiliser spreading in accordance with environmental regulations. Working with pesticides may require special certificates in some countries and recording the data about the usage of pesticides.",,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills","Execute disease and pest control activities using conventional or biological methods taking into account the climate, plant or crop type, health and safety and environmental regulations. Store and handle pesticides in accordance with recomandation and legislation."
http://data.europa.eu/esco/skill/e8f80ec5-c423-4eb2-9f0f-805d22f844ae,knowledge,sector-specific,incidents and accidents recording,"types of incidents and accidents reporting
typology of incidents and accidents reporting
recording of incidents and accidents
types of incidents and accidents recording
methods of incidents and accidents reporting
techniques for incidents and accidents recording
reporting of incidents and accidents
methods of incidents and accidents recording
techniques for incidents and accidents reporting
typology of incidents and accidents recording",,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",The methods to report and record incidents and accidents in the workplace.
http://data.europa.eu/esco/skill/e95058a6-e139-42e7-a470-72038a606649,skill/competence,cross-sector,assess financial viability,"assess whether finances are viabile
assess viability of finances
determine financial viability
evaluate financial viability
assessing financial viability
estimate financial viability",,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Revise and analyse financial information and requirements of projects such as their budget appraisal, expected turnover, and risk assessment for determining the benefits and costs of the project. Assess if the agreement or project will redeem its investment, and whether the potential profit is worth the financial risk."
http://data.europa.eu/esco/skill/e9d625ad-ea81-4ff8-b3fe-ccc1bea65cb5,skill/competence,sector-specific,administer drugs to facilitate breeding,"provide specific drugs to facilitate breeding
administer specific drugs to stimulate breeding
administer specific drugs to aid breeding
administer specific drugs to facilitate breeding
administer special drugs to facilitate breeding
dispense specific drugs to facilitate breeding",,released,2020-06-19T14:10:17.649Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Administer specific drugs for synchronisation of breeding cycles to animals in accordance with veterinary and owner instructions. This includes the safe use and storage of drugs and equipment and record keeping.
http://data.europa.eu/esco/skill/ea00877d-ac0f-4de0-bb76-f7bfa61d3d25,skill/competence,cross-sector,maintain technical equipment,"cultivation technical equipment overseeing
oversee technical equipment
maintaining cultivation technical equipment
cultivation technical equipment maintaining
oversee cultivation technical equipment
technical equipment maintaining
technical equipment overseeing
overseeing cultivation technical equipment
maintaining technical equipment
maintain cultivation technical equipment
overseeing technical equipment",,released,2024-02-09T17:29:11.47Z,Managing and maintanence can include maintaining them yourself or to outsource the service from machine dealer.,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Maintain an inventory of cultivation equipment and supplies. Order additional materials as needed.
http://data.europa.eu/esco/skill/eadf0f36-cba0-4e68-8458-c91bc60b494d,skill/competence,sector-specific,nurse trees,"mulberry trees checking
mulberry tree checking
check mulberry trees
mulberry trees maintaining
maintain mulberry trees
tending shrubs
tree tending
tending trees
tend trees
tending hedges
tree nursing
tend shrubs
nurse shrubs
nursing hedges
nursing shrubs
nurse hedges
tend hedges",,released,2025-07-25T11:15:00.857Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Plant, fertilise and trim trees, shrubs and hedges. Examine trees to assess their condition and determine treatment. Work to eradicate insects, fungus and diseases which are harmful to trees, assist with prescribed burning, and work on preventing erosion."
http://data.europa.eu/esco/skill/eae12c16-6f17-4bed-b81d-a1c61d0f0545,skill/competence,occupation-specific,filter wine,"filter residue from wine
residue removing from wine
filtering residue from wine
filtering wine
wine filtering
removing residue from wine
remove residue from wine",,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Filter the wine to remove any solid residue. Place filtered wine in tanks or casks for storage and maturation.
http://data.europa.eu/esco/skill/ecf9829d-e532-45cf-aaff-1dd1fb1c812b,skill/competence,sector-specific,manage crop rotation,"supervise crop rotation
oversee crop rotation
control crop rotation",,released,2025-01-29T10:53:43.027Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Plan and perform crop rotation and other crop management techniques such us rotation by plant family or by nutrients requirements, to optimise soil nutrients, improve its fertility, prevent erosion as well as to combat weed and pest pressure."
http://data.europa.eu/esco/skill/ed3afb1d-c091-45c7-b0aa-09fd1ec97332,knowledge,sector-specific,livestock selection principles,"basis of livestock selection principles
fundamentals of livestock selection principles
basis of livestock identification principles
fundamentals of livestock identification principles
theories of livestock selection principles
theories of livestock identification principles",,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Selection criteria of livestock and determination of livestock classes.
http://data.europa.eu/esco/skill/ed3f3dba-3a35-4ed5-b113-67f4d10ef4c8,knowledge,cross-sector,scientific research methodology,"research methodology
methods of research
scientific methods
process of scientific research
theoretical methodology in scientific research",,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","The theoretical methodology used in scientific research involving doing background research, constructing an hypothesis, testing it, analysing data and concluding the results."
http://data.europa.eu/esco/skill/edf6ed6b-bc24-4211-ae0f-6b5cb9de4437,skill/competence,sector-specific,select livestock,"selecting livestock
sorting livestock
livestock sorting
livestock selecting
sort livestock",,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Tag, sort and separate animals by purpose and destination taking into account the condition of the animal and relevant legislation."
http://data.europa.eu/esco/skill/ee95757e-6d1e-47b6-b9e0-b16512dc25a9,skill/competence,sector-specific,blend beverages,"the blend of beverages
blend of beverages
brew beverages
fuse beverages
mix beverages
meld beverages
beverages blend",,released,2024-02-09T17:29:14.494Z,"Combine liquids to produce spirits and liquors and know which ingredients to combine for the preparation of blended spirits like blended whisky, for example.",,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Create new beverage products that are attractive to the market, interesting to companies, and innovative in the market."
http://data.europa.eu/esco/skill/ef2e6fd3-7ae4-478b-b9c8-28c689955277,skill/competence,occupation-specific,assess the care requirements of bovine feet,"assessing the care requirements of bovine feet
determining the care requirements of bovine feet
determining bovine feet care requirements
assessing bovine feet care requirements
determine the care requirements of bovine feet
bovine feet care requirements assessing
care requirements of bovine feet determining
determine bovine feet care requirements
assess bovine feet care requirements
care requirements of bovine feet assessing
bovine feet care requirements determining",,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Inspect the foot and hoof for signs of injury, wear, or damage. Decide how to care for the health and wellbeing of the bovine."
